13071,2785,12.9817%
13939,2778,12.6978%
13948,2774,12.5355%
14087,2772,12.4544%
14422,2768,12.2921%
16553,2766,12.211%
16687,2758,11.8864%
16819,2756,11.8053%
17197,2752,11.643%
18007,2749,11.5213%
18665,2743,11.2779%
18691,2741,11.1968%
18714,2738,11.0751%
19248,2737,11.0345%
19266,2730,10.7505%
19291,2726,10.5882%
19735,2720,10.3448%
20295,2719,10.3043%
20542,2718,10.2637%
20691,2708,9.85801%
20697,2705,9.73631%
22576,2704,9.69574%
22967,2703,9.65517%
24473,2694,9.29006%
26594,2686,8.96552%
34970,2680,8.72211%
35570,2676,8.55984%
35588,2675,8.51927%
38784,2673,8.43813%
39183,2672,8.39757%
39566,2671,8.357%
40004,2669,8.27586%
40359,2668,8.23529%
40492,2666,8.15416%
40922,2663,8.03245%
41997,2656,7.74848%
44725,2655,7.70791%
46644,2654,7.66734%
47393,2648,7.42393%
