1,2368
26,2352
507,2338
510,2319
563,2300
659,2286
660,2246
719,2219
722,2177
723,2133
5528,2132
5529,2117
5919,2092
5922,2083
5925,2023
25370,1975
25387,1966
50377,1964
52907,1956
52909,1949
52912,1938
52957,1931
52981,1923
