2223,3109,26.1258%
2227,3108,26.0852%
2405,3107,26.0446%
2424,3106,26.0041%
2433,3099,25.7201%
2587,3095,25.5578%
2594,3093,25.4767%
2680,3085,25.1521%
2696,3084,25.1116%
2980,3075,24.7465%
2989,3070,24.5436%
3003,3061,24.1785%
3203,3060,24.1379%
3479,3053,23.854%
3584,3052,23.8134%
4209,3044,23.4888%
4367,3042,23.4077%
4436,3038,23.2454%
4495,3035,23.1237%
4532,3031,22.9615%
4600,3029,22.8803%
4638,3024,22.6775%
5022,3023,22.6369%
5194,3022,22.5963%
5196,3021,22.5558%
5210,3020,22.5152%
5648,3008,22.0284%
5818,3002,21.785%
6091,2999,21.6633%
6558,2997,21.5821%
7491,2996,21.5416%
7631,2988,21.217%
8517,2986,21.1359%
8549,2978,20.8114%
8573,2972,20.568%
8640,2967,20.3651%
8647,2965,20.284%
8655,2963,20.2028%
8667,2958,20%
8676,2956,19.9189%
8678,2951,19.716%
8917,2949,19.6349%
9120,2944,19.432%
9205,2934,19.0264%
9245,2930,18.8641%
9344,2929,18.8235%
9351,2925,18.6613%
9532,2916,18.2961%
10491,2910,18.0527%
10510,2905,17.8499%
10524,2899,17.6065%
10532,2898,17.5659%
10540,2896,17.4848%
10664,2884,16.998%
10870,2882,16.9168%
11061,2875,16.6329%
11588,2871,16.4706%
11628,2865,16.2272%
11715,2861,16.0649%
12359,2857,15.9026%
12452,2855,15.8215%
12589,2854,15.7809%
12725,2853,15.7404%
12838,2852,15.6998%
13057,2847,15.497%
13188,2846,15.4564%
13389,2844,15.3753%
13407,2843,15.3347%
13432,2837,15.0913%
13476,2831,14.8479%
13635,2829,14.7667%
13644,2823,14.5233%
13688,2817,14.2799%
13842,2813,14.1176%
14212,2812,14.0771%
14278,2811,14.0365%
14658,2810,13.9959%
14663,2809,13.9554%
14669,2808,13.9148%
14673,2807,13.8742%
14917,2806,13.8337%
15516,2804,13.7525%
16541,2802,13.6714%
16578,2796,13.428%
16803,2795,13.3874%
16969,2793,13.3063%
17951,2785,12.9817%
18003,2783,12.9006%
18234,2781,12.8195%
18873,2777,12.6572%
19129,2775,12.5761%
19983,2774,12.5355%
20220,2768,12.2921%
21146,2763,12.0892%
21379,2759,11.927%
22016,2757,11.8458%
22727,2753,11.6836%
23477,2750,11.5619%
26441,2748,11.4807%
27010,2742,11.2373%
27087,2739,11.1156%
27088,2733,10.8722%
28373,2731,10.7911%
28382,2725,10.5477%
29791,2724,10.5071%
31502,2723,10.4665%
31818,2721,10.3854%
32173,2714,10.1014%
33140,2712,10.0203%
33854,2711,9.97972%
33861,2710,9.93915%
36758,2700,9.53347%
38964,2697,9.41177%
39460,2689,9.08722%
40220,2687,9.00609%
40226,2683,8.84381%
40229,2679,8.68154%
40545,2676,8.55984%
41488,2669,8.27586%
45019,2664,8.07302%
46506,2657,7.78905%
